path,label,label_id,shape_area,shape_perimeter,shape_circularity,shape_aspect_ratio,shape_extent,shape_solidity,shape_equiv_diameter,shape_irregularity
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/79e38a3e-8170-44e3-a7ce-e00bbbcf24dc___GH_HL Leaf 460.JPG,Tomato_healthy,14,25024.0,733.1026,0.5851094,0.7894737,0.6097466,0.924128,178.49803,1.3073187
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/a0900c57-a463-4412-a3bc-83b413d3eae3___Com.G_SpM_FL 1395.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,23904.0,688.0732,0.63447016,0.8333333,0.650449,0.9284188,174.45778,1.2554355
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Late_blight/cdad6bf9-1ca8-4feb-87b6-960dd55acf2e___RS_LB 3186.JPG,Potato___Late_blight,3,26088.0,796.8427,0.51630396,1.1595745,0.63654107,0.83426875,182.25333,1.3917053
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/5d11d60f-fb4a-4178-9594-d017a0f51b59___GH_HL Leaf 271.JPG,Tomato_healthy,14,24052.5,733.2864,0.56211203,0.7880184,0.64819306,0.91892874,174.99884,1.3337934
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/ac946977-3f2b-4500-8920-607173e37def___Com.G_TgS_FL 7901.JPG,Tomato__Target_Spot,11,30241.5,820.45795,0.5645476,0.7754237,0.7002292,0.9176326,196.22607,1.3309132
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/da3ad71b-85ba-4e94-bd12-8eff52776138___RS_Erly.B 9469.JPG,Tomato_Early_blight,6,26740.0,1168.0387,0.2462957,1.1179246,0.53220284,0.7722521,184.51674,2.014984
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/adf760b7-e95e-4c27-a829-a1105bc53ed4___RS_Late.B 7004.JPG,Tomato_Late_blight,7,39421.5,999.5118,0.49586928,0.92578125,0.64974785,0.90053797,224.03796,1.4200917
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/491846cf-0ae0-41f5-aacb-b686b60f0f63___Com.G_SpM_FL 1183.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,20849.5,638.8011,0.64205796,0.71100914,0.6170317,0.9342011,162.93068,1.2479951
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/d8eb0541-a9f1-423b-8e71-24a031f19530___GHLB2 Leaf 134.1.JPG,Tomato_Late_blight,7,16519.5,1144.5757,0.1584593,0.6098655,0.54469466,0.6589087,145.02855,2.5121243
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/1de3c0cc-04c3-48d0-9493-96b9e9a237af___Matt.S_CG 7657.JPG,Tomato_Septoria_leaf_spot,9,33098.5,1028.5656,0.3931463,0.976,0.54259837,0.8522963,205.28595,1.5948613
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/236971d6-725b-4685-9336-550dd522d62a___RS_HL 0640.JPG,Tomato_healthy,14,22839.0,809.38684,0.4381014,0.82572615,0.47621927,0.81548923,170.52718,1.5108198
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/e3032dd9-8c1b-48b8-bc3e-607336b67f90___Matt.S_CG 1382.JPG,Tomato_Septoria_leaf_spot,9,28410.5,981.997,0.37022725,0.92436975,0.5425993,0.8193958,190.193,1.6434852
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/76284899-9c5e-44bf-a160-02649418ec49___RS_HL 0077.JPG,Tomato_healthy,14,28734.5,761.0265,0.62346774,0.87445885,0.61580086,0.9327112,191.27441,1.2664645
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Early_blight/853f6d7a-836c-4829-ba2c-2eeada2089cc___RS_Early.B 7208.JPG,Potato___Early_blight,2,41575.0,875.47015,0.6816469,1.0,0.6926281,0.9611272,230.07593,1.2112123
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/5923581b-ce89-4844-bd6a-8e4826b8b059___GCREC_Bact.Sp 3234.JPG,Tomato_Bacterial_spot,5,30675.5,943.997,0.43257385,0.9303279,0.5538294,0.844427,197.62909,1.520442
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/c2f95f90-fac7-42e5-b6dd-789f8f2a50d9___JR_HL 8567.JPG,Pepper__bell___healthy,1,38536.0,840.725,0.6851231,0.9296875,0.63248426,0.9513887,221.50748,1.2081356
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/6f12dc84-08a1-4e68-8265-1974061ba939___Com.G_SpM_FL 8430.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,28255.5,848.3158,0.49339843,0.79916316,0.618973,0.9053493,189.67346,1.4236431
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/feb1b0d0-aa78-4ba8-93a1-384229fc92fd___Com.G_TgS_FL 0715.JPG,Tomato__Target_Spot,11,34748.5,930.7422,0.5040657,0.89344263,0.65326554,0.91668975,210.34059,1.4084986
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/262d9b58-6733-4da4-aa2e-4fa0ca34b3e1___Matt.S_CG 7523.JPG,Tomato_Septoria_leaf_spot,9,35379.5,864.68335,0.5946308,0.9265306,0.6361503,0.9003792,212.24179,1.2968099
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/29f6e3c2-0bf9-42fe-9a39-aef42acd5191___RS_Erly.B 9480.JPG,Tomato_Early_blight,6,38250.0,996.5584,0.4839893,0.95703125,0.6098533,0.88148874,220.68396,1.4374148
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/bb9683d5-9302-4525-bd77-05153f65ffa3___RS_HL 0623.JPG,Tomato_healthy,14,26418.5,962.1148,0.35864455,0.83682007,0.5526883,0.7966378,183.40414,1.6698132
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/1a33a1fd-d077-4cf6-84ac-7825176e25d2___GHLB2 Leaf 8969.JPG,Tomato_Late_blight,7,8443.5,580.9188,0.3144137,1.4774774,0.46382663,0.6928284,103.68509,1.7834021
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/1909260c-1e08-4a8f-a702-60549ada08b2___RS_Late.B 6671.JPG,Tomato_Late_blight,7,18681.5,727.42847,0.4436505,1.2185793,0.45777893,0.8761197,154.22719,1.5013416
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_mosaic_virus/3b990211-ec63-4cb4-a502-ca99b4764dfb___PSU_CG 2126.JPG,Tomato__Tomato_mosaic_virus,13,14789.5,672.3747,0.41109356,0.70388347,0.4951289,0.76207036,137.22455,1.559659
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/50affc63-4d3e-4eb4-ad9c-4f9b7311e989___GCREC_Bact.Sp 3035.JPG,Tomato_Bacterial_spot,5,36591.5,958.45795,0.500546,1.086758,0.7020356,0.89843595,215.84657,1.4134421
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/c0d1a292-8b42-47b2-967e-0026af3988be___Matt.S_CG 1015.JPG,Tomato_Septoria_leaf_spot,9,23231.5,780.2569,0.47952566,0.67346936,0.5746815,0.8785833,171.98624,1.4440894
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/ace982f8-596c-48e2-8c95-4292a5cbdae8___GHLB2 Leaf 8721.JPG,Tomato_Late_blight,7,10440.0,427.5046,0.7178418,0.7586207,0.6545454,0.9480136,115.293625,1.1802815
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/7b5194d6-e0cf-4bc3-bb97-a1c6568e9bdc___Keller.St_CG 1773.JPG,Tomato_Septoria_leaf_spot,9,17111.5,670.5168,0.478276,0.81958765,0.55473965,0.8433465,147.60432,1.4459747
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/ad58f6d7-db62-4701-a734-85c0d0fd0007___GHLB2 Leaf 8548.JPG,Tomato_Late_blight,7,28017.0,823.38684,0.51930636,0.995283,0.62633014,0.85158056,188.87126,1.3876764
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/ead27319-4073-490e-80a0-08e916bbc1f2___JR_B.Spot 9084.JPG,Pepper__bell___Bacterial_spot,0,29729.0,818.03864,0.5582677,0.98755187,0.5183061,0.8554,194.55626,1.3383778
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/2471c3d8-c8b2-4e2a-9943-afb84ed48a35___GCREC_Bact.Sp 3198.JPG,Tomato_Bacterial_spot,5,32754.5,891.0265,0.5184413,0.96460176,0.664823,0.9146108,204.21637,1.3888335
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/248a61d1-ed39-452b-b985-77120c1edc7a___RS_Erly.B 7669.JPG,Tomato_Early_blight,6,22286.0,823.38684,0.41307995,0.6638298,0.6079105,0.8601312,168.45004,1.5559045
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/7cbb0e2a-7b29-4f9d-9a1d-65e9f25a14fb___Com.G_SpM_FL 9548.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,20934.5,642.8011,0.63667715,0.74876845,0.678458,0.9274955,163.26247,1.2532576
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/cf32bc40-2a83-423b-b891-17dc4a37bd86___NREC_B.Spot 1899.JPG,Pepper__bell___Bacterial_spot,0,32555.0,845.6955,0.57200456,0.90234375,0.5505107,0.879437,203.5935,1.3222095
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/3c25c25a-5305-41a6-a76b-4bda8be54c46___YLCV_GCREC 5227.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,27800.0,960.0143,0.37905243,0.9189189,0.61384916,0.86747587,188.1384,1.6242406
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/67905f2f-163a-4abf-8306-73ab9515af8c___YLCV_GCREC 2162.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,31950.0,917.8133,0.47661978,1.1462264,0.6201957,0.8687377,201.69284,1.4484849
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Early_blight/41cc6e70-9745-413d-b13d-c4775bcdfa7c___RS_Early.B 7610.JPG,Potato___Early_blight,2,36327.5,872.3402,0.59989274,1.0263158,0.6809023,0.9228493,215.06653,1.2911098
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/2d4f2887-d7e7-4986-ab54-754b8fa3eeb4___Com.G_TgS_FL 8102.JPG,Tomato__Target_Spot,11,33796.5,951.0265,0.46956572,0.9142857,0.6158254,0.857344,207.43924,1.4593242
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/14d0f6a3-c314-4faa-8d6f-1770b21f4f04___JR_HL 8551.JPG,Pepper__bell___healthy,1,35199.0,827.9554,0.64524746,0.8947368,0.64482385,0.93676645,211.69969,1.2449068
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/5e2ac986-e2a1-4649-8db6-3d87f46a3b65___Com.G_SpM_FL 9529.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,17011.0,599.5879,0.5946125,0.6893204,0.5815329,0.8953629,147.17023,1.2968298
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_mosaic_virus/bf950cb4-985f-4174-b32b-9ae2d6e99a84___PSU_CG 2320.JPG,Tomato__Tomato_mosaic_virus,13,12590.5,685.48737,0.3367084,0.70652175,0.5263587,0.78008056,126.61249,1.7233483
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/848f4cab-7ede-494d-8317-e0dc77430a50___UF.GRC_YLCV_Lab 09431.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,26090.0,848.53406,0.45535004,0.7759336,0.57891583,0.831461,182.2603,1.4819287
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/653b1d4d-3b9e-4e12-b4fb-8f1cadea9d81___UF.GRC_YLCV_Lab 03211.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,30343.0,900.33307,0.47039425,0.84033614,0.63745797,0.87054944,196.5551,1.4580386
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/c784712e-b6ae-4d22-8c18-5c5a2d2d2f0e___JR_B.Spot 9098.JPG,Pepper__bell___Bacterial_spot,0,29634.5,998.68335,0.3733807,0.9346939,0.5281971,0.7646429,194.2468,1.6365304
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Leaf_Mold/534e3551-79be-4101-92ac-2996761db483___Crnl_L.Mold 6707.JPG,Tomato_Leaf_Mold,8,22378.5,843.71277,0.39504957,1.1875,0.5112048,0.8203713,168.79926,1.5910147
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/db03386a-1a65-4e4f-b9b7-d80ad6cabefd___RS_HL 0632.JPG,Tomato_healthy,14,23923.0,782.4996,0.49097264,0.8468085,0.5115578,0.8587788,174.5271,1.4271557
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/9f5544b0-3ad1-4c99-b362-c477734fadc8___JR_Sept.L.S 2593.JPG,Tomato_Septoria_leaf_spot,9,25934.5,934.68335,0.37304288,0.94285715,0.45824718,0.753242,181.71635,1.6372712
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Leaf_Mold/08cdd6ec-9dd7-4fc2-a255-11a70adaffd4___Crnl_L.Mold 9177.JPG,Tomato_Leaf_Mold,8,28544.5,870.13916,0.47375616,0.9734513,0.57410496,0.87663347,190.64099,1.452856
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/759ba7d2-9535-45b5-a11d-935602edf6cd___GCREC_Bact.Sp 3314.JPG,Tomato_Bacterial_spot,5,28347.0,905.2691,0.4346719,1.0446428,0.54080814,0.83787537,189.98032,1.5167682
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/fcf97241-bd84-4829-b326-72590a3f4f59___RS_Erly.B 7555.JPG,Tomato_Early_blight,6,30352.0,862.15643,0.5131272,0.73333335,0.7185606,0.8808149,196.58424,1.3960066
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/8a74cfbd-1444-4cbe-be09-2554ee4b7032___JR_HL 8074.JPG,Pepper__bell___healthy,1,39742.0,837.6955,0.711684,0.9681275,0.65158296,0.95191556,224.94685,1.1853768
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/d5e0bb6d-149c-4750-b7ed-8d92cd419720___Matt.S_CG 7688.JPG,Tomato_Septoria_leaf_spot,9,34461.0,913.2691,0.5192066,0.9956522,0.6542814,0.9091053,209.46863,1.3878096
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/6e40537e-a6c8-404c-b493-f8f2e0895efc___JR_Sept.L.S 8410.JPG,Tomato_Septoria_leaf_spot,9,20526.5,1095.4285,0.21495953,0.89285713,0.45818081,0.6903493,161.6637,2.1568584
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/5ff1097d-5e9e-40bc-8987-ccf15d465d77___JR_HL 8081.JPG,Pepper__bell___healthy,1,42475.5,871.997,0.7019697,0.98046875,0.66103554,0.9529851,232.55426,1.1935506
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/bd66c86d-1aa8-47ae-bfa6-8bf8dcd2c146___Com.G_SpM_FL 1167.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,20772.0,682.3574,0.5606145,0.57894737,0.5880921,0.9169039,162.62758,1.3355737
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/74fd0cc8-43c7-4659-94ef-b4c55919f677___RS_Late.B 6052.JPG,Tomato_Late_blight,7,16106.5,783.2031,0.32996073,0.6775701,0.5190622,0.7241643,143.20416,1.7408801
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/c3724cd0-50c4-4780-8dc8-fe3e9d0d0680___GH_HL Leaf 292.JPG,Tomato_healthy,14,35154.0,841.529,0.6238015,0.8844622,0.6308819,0.93566847,211.56432,1.2661256
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/3069555f-45e9-4208-bc5e-015ce47e34e2___RS_Erly.B 7663.JPG,Tomato_Early_blight,6,19586.5,657.3452,0.5696127,0.7028302,0.6200614,0.9213274,157.91867,1.3249825
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/65b2d5c2-a737-43cf-b83f-dfa749c1d143___JR_HL 5862.JPG,Pepper__bell___healthy,1,33286.5,898.5412,0.5180862,0.95689654,0.6462896,0.9113971,205.86813,1.3893094
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/55f0b4f2-b1ff-4f01-9697-a05d12e831e4___GCREC_Bact.Sp 3620.JPG,Tomato_Bacterial_spot,5,35089.5,910.60004,0.53177965,0.9308943,0.62288314,0.8837218,211.37015,1.3713053
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/b0bf12cb-8868-4762-bd27-8cb3ebf69594___GH_HL Leaf 512.1.JPG,Tomato_healthy,14,15367.0,611.16144,0.5169958,0.6934673,0.55957323,0.899365,139.87807,1.3907738
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/e9fa86d5-dc29-49a9-bb72-ce75beecd01f___Com.G_SpM_FL 8947.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,22779.5,749.2275,0.5099489,0.6866953,0.6110381,0.90231925,170.3049,1.4003502
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/d53487cf-1f9c-464a-bf4e-aff3277e85b3___JR_HL 7885.JPG,Pepper__bell___healthy,1,31931.0,780.9504,0.6579237,0.91566265,0.5624428,0.9189041,201.63286,1.2328557
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/4bf424a2-b275-4ac0-968c-fe229136f10d___GHLB_PS Leaf 2.5 Day 16.jpg,Tomato_Late_blight,7,23005.5,791.8305,0.46108085,0.73706895,0.57989264,0.81727594,171.14763,1.4726905
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/8d99fef6-aef1-4e74-84c4-eb713aaef8af___Com.G_SpM_FL 8726.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,24066.0,733.8133,0.5616201,0.80444443,0.5909392,0.91140103,175.04794,1.3343774
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/13e11d2f-2dca-4cb4-a6df-ec46e1e583d5___UF.GRC_YLCV_Lab 02116.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,21764.0,620.4996,0.71033895,0.7799043,0.63885874,0.93739635,166.46556,1.1864985
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/385e730c-e1f9-4f46-b8b0-42bfa13866d7___RS_Late.B 4965.JPG,Tomato_Late_blight,7,18461.5,1222.8499,0.15514243,0.9665272,0.33439294,0.5848447,153.31638,2.5388362
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/58e242dd-6204-4a64-a520-e50d1f61c326___Keller.St_CG 1956.JPG,Tomato_Septoria_leaf_spot,9,21487.0,787.529,0.43536404,0.9948454,0.57387424,0.82077235,165.40283,1.515562
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/62e7fbf8-131f-4036-b52e-6e5c5b945b13___GH_HL Leaf 410.JPG,Tomato_healthy,14,27668.5,790.8011,0.5559823,0.8471616,0.6227997,0.9049831,187.69292,1.3411257
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Early_blight/64cab763-3fa2-483c-abc6-1d203f26f88e___RS_Early.B 6671.JPG,Potato___Early_blight,2,41424.5,912.5412,0.62511826,1.0205761,0.68738383,0.9468782,229.65912,1.2647914
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/710225f8-f924-428c-a7f0-a0e1169318fe___JR_HL 7985.JPG,Pepper__bell___healthy,1,30761.0,824.4407,0.5687108,0.84375,0.556297,0.88364476,197.90433,1.3260328
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/cdc03013-24a2-4b69-8cbe-f1acfb0272a8___JR_B.Spot 3345.JPG,Pepper__bell___Bacterial_spot,0,34509.5,984.90875,0.44705048,0.96,0.57515836,0.887944,209.61598,1.4956216
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/9d64c577-43dd-4409-b0ed-f5460bc01dc9___RS_Erly.B 7685.JPG,Tomato_Early_blight,6,28570.0,1145.2102,0.27374718,0.92,0.49686956,0.7682586,190.72612,1.9112837
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/71854615-7918-4b3a-bb7d-16c8039bf21c___YLCV_GCREC 5473.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,28504.0,800.4996,0.5589764,0.97652584,0.6433731,0.86411107,190.50569,1.3375292
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/85b0921b-3d9a-4578-a389-6e498eba2aa3___Com.G_SpM_FL 8769.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,25653.5,699.0265,0.65973455,0.9282297,0.63270116,0.9327528,180.72922,1.2311625
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/29e6e90d-608f-404d-a8dd-ea09eee31cd5___UF.GRC_YLCV_Lab 01923.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,35511.0,822.70056,0.65930927,1.0223215,0.6922762,0.93523836,212.63586,1.2315595
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/bbb591c0-02ad-4a17-a1b5-6736ca9f9e1c___Com.G_TgS_FL 8372.JPG,Tomato__Target_Spot,11,30979.5,1047.9971,0.3544575,0.9591837,0.5380721,0.8153251,198.60596,1.6796466
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/22247648-1650-43d5-8a9b-e03f63cf2f1c___RS_Erly.B 7535.JPG,Tomato_Early_blight,6,16286.0,822.5584,0.3024759,1.2590362,0.46941835,0.69811606,143.99992,1.8182542
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/58f61006-7ddb-48f7-86cd-7b2cc7858d0d___RS_Late.B 5110.JPG,Tomato_Late_blight,7,28002.0,955.6955,0.38526523,1.1162791,0.5426744,0.76532245,188.8207,1.611091
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/12cb9794-7459-488f-820e-f86a3d6b8a3a___GCREC_Bact.Sp 3119.JPG,Tomato_Bacterial_spot,5,34178.0,954.725,0.47119424,0.94214875,0.61943597,0.91803545,208.60677,1.4568003
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/122577a3-0f69-45f0-9e73-48528f9dea1c___Com.G_TgS_FL 8179.JPG,Tomato__Target_Spot,11,28346.5,785.42847,0.57742554,0.96634614,0.6780162,0.9101899,189.97864,1.3159882
